user_id,order_num,order_num_optipro,prescript_lab,order_date_processed,order_product_price,order_total
vaudreuil,-1,4139,25,0000-00-00,62.00,0.00
vaudreuil,1570883,7,25,2022-05-17,152.00,157.99
vaudreuil,1570884,9,25,2022-05-17,152.00,157.99
vaudreuil,1570889,11,25,2022-05-17,180.00,185.99
vaudreuil,1570894,13,25,2022-05-17,141.00,140.99
vaudreuil,1571018,18,25,2022-05-18,192.00,197.99
vaudreuil,1571123,22,25,2022-05-18,152.00,157.99
vaudreuil,1571019,15,25,2022-05-18,52.00,51.99
vaudreuil,1571020,17,25,2022-05-18,152.00,157.99
vaudreuil,1571299,26,25,2022-05-19,192.00,197.99
vaudreuil,1571353,33,25,2022-05-19,180.00,185.99
vaudreuil,1571480,39,25,2022-05-20,152.00,157.99
vaudreuil,1571645,48,25,2022-05-24,196.00,201.99
vaudreuil,1571760,16,25,2022-05-24,144.00,149.99
vaudreuil,1571640,36,25,2022-05-24,236.00,241.99
vaudreuil,1571641,37,25,2022-05-24,196.00,201.99
vaudreuil,1571649,47,25,2022-05-24,228.00,233.99
vaudreuil,1571742,57,25,2022-05-24,152.00,157.99
vaudreuil,1571743,58,25,2022-05-24,88.00,93.99
vaudreuil,1571866,59,25,2022-05-25,192.00,197.99
vaudreuil,1572146,62,25,2022-05-26,228.00,233.99
vaudreuil,1572148,47,25,2022-05-26,192.00,197.99
vaudreuil,1572150,65,25,2022-05-26,180.00,185.99
vaudreuil,1572168,67,25,2022-05-27,192.00,197.99
vaudreuil,1572169,69,25,2022-05-27,144.00,149.99
vaudreuil,1572278,73,25,2022-05-27,102.00,107.99
vaudreuil,1572279,74,25,2022-05-27,38.00,37.99
vaudreuil,1572389,77,25,2022-05-28,95.98,101.97
vaudreuil,1572390,79,25,2022-05-28,34.00,33.99
vaudreuil,1572405,81,25,2022-05-28,184.00,189.99
vaudreuil,1573070,94,25,2022-06-02,152.00,157.99
vaudreuil,1573630,115,25,2022-06-08,124.00,128.99
vaudreuil,1573890,,25,2022-06-09,152.00,158.00
vaudreuil,1573966,129,25,2022-06-10,152.00,157.99
vaudreuil,1574024,130,25,2022-06-10,188.00,193.99
vaudreuil,1574025,132,25,2022-06-10,228.00,233.99
vaudreuil,1574115,135,25,2022-06-11,67.00,66.99
vaudreuil,1574151,140,25,2022-06-11,34.00,33.99
vaudreuil,1574153,138,25,2022-06-11,144.00,149.99
vaudreuil,1574180,146,25,2022-06-11,152.00,157.99
vaudreuil,1574364,152,25,2022-06-14,176.00,181.99
vaudreuil,1574492,,25,2022-06-15,176.00,182.00
vaudreuil,1574740,169,25,2022-06-17,88.00,93.99
vaudreuil,1574936,176,25,2022-06-18,52.00,51.99
vaudreuil,1574954,180,25,2022-06-18,216.00,221.99
vaudreuil,1575241,186,25,2022-06-21,34.00,33.99
vaudreuil,1575308,189,25,2022-06-22,88.00,93.99
vaudreuil,1575325,,25,2022-06-22,220.00,226.00
vaudreuil,1576139,211,25,2022-06-30,168.00,173.99
vaudreuil,1576173,219,25,2022-06-30,139.98,145.97
vaudreuil,1576309,223,25,2022-07-02,52.00,51.99
vaudreuil,1576831,242,25,2022-07-07,34.00,33.99
vaudreuil,1577359,260,25,2022-07-12,186.00,191.99
vaudreuil,1577465,265,25,2022-07-13,34.00,33.99
vaudreuil,1577525,253,25,2022-07-13,176.00,181.99
vaudreuil,1577656,278,25,2022-07-14,176.00,181.99
