user_id,order_num,order_num_optipro,prescript_lab,order_date_processed,order_product_price,order_total
edmundston,1546115,7,25,2021-10-04,56.00,61.99
edmundston,1546116,9,25,2021-10-04,54.00,53.99
edmundston,1546117,10,25,2021-10-04,54.00,53.99
edmundston,1546146,14,25,2021-10-04,154.74,154.73
edmundston,1546149,19,25,2021-10-04,228.00,233.99
edmundston,1546271,38,25,2021-10-05,101.00,116.99
edmundston,1546275,50,25,2021-10-05,38.00,37.99
edmundston,1546280,55,25,2021-10-05,96.00,100.99
edmundston,1546341,54,25,2021-10-06,38.00,37.99
edmundston,1546617,96,25,2021-10-08,56.00,61.99
edmundston,1546618,95,25,2021-10-08,56.00,61.99
edmundston,1546594,66,25,2021-10-08,24.00,23.99
edmundston,1546603,88,25,2021-10-08,40.00,39.99
edmundston,1546604,89,25,2021-10-08,56.00,61.99
edmundston,1546606,91,25,2021-10-08,38.00,37.99
edmundston,1546621,115,25,2021-10-08,56.00,61.99
edmundston,1546626,118,25,2021-10-08,24.00,23.99
edmundston,1546630,114,25,2021-10-08,34.00,33.99
edmundston,1546900,24,25,2021-10-09,183.98,199.97
edmundston,1547005,124,25,2021-10-12,95.98,117.97
edmundston,1547006,163,25,2021-10-12,52.00,51.99
edmundston,1547008,125,25,2021-10-12,95.98,101.97
edmundston,1547400,205,25,2021-10-15,56.00,61.99
edmundston,1547476,31,25,2021-10-15,38.00,37.99
edmundston,1547477,203,25,2021-10-15,155.90,155.89
edmundston,1547902,234,25,2021-10-20,56.00,61.99
edmundston,1548328,,25,2021-10-23,101.00,101.00
edmundston,1548356,,25,2021-10-23,56.00,62.00
edmundston,1548688,275,25,2021-10-27,56.00,61.99
edmundston,1548697,270,25,2021-10-27,56.00,61.99
edmundston,1548927,266,25,2021-10-28,72.00,71.99
edmundston,1549031,,25,2021-10-29,56.00,62.00
edmundston,1549230,359,25,2021-11-01,52.00,51.99
edmundston,1549269,358,25,2021-11-02,34.00,33.99
edmundston,1549351,25,25,2021-11-02,90.00,95.99
edmundston,1549564,385,25,2021-11-04,56.00,61.99
edmundston,1549565,386,25,2021-11-04,56.00,61.99
edmundston,1549568,373,25,2021-11-04,38.00,37.99
edmundston,1549571,367,25,2021-11-04,116.00,121.99
edmundston,1549575,207,25,2021-11-04,56.00,61.99
edmundston,1549766,394,25,2021-11-05,96.00,100.99
edmundston,1549919,419,25,2021-11-05,34.00,33.99
edmundston,1550263,441,25,2021-11-10,54.00,53.99
edmundston,1550266,425,25,2021-11-10,59.98,59.97
edmundston,1550338,438,25,2021-11-10,95.98,139.92
edmundston,1550419,435,25,2021-11-11,52.00,51.99
