user_id,order_num,order_num_optipro,prescript_lab,order_date_processed,order_product_price,order_total
edmundstonsafe,1549020,350,25,2021-10-29,130.30,156.24
edmundstonsafe,1551321,417,25,2021-11-18,113.98,137.22
edmundstonsafe,1551322,439,25,2021-11-18,113.98,148.92
edmundstonsafe,1551752,530,25,2021-11-23,101.30,107.29
edmundstonsafe,1551753,532,25,2021-11-23,130.30,136.29
edmundstonsafe,1552085,585,25,2021-11-25,113.98,139.97
edmundstonsafe,1552397,598,25,2021-11-26,83.98,114.93
edmundstonsafe,1552606,662,25,2021-11-29,70.25,85.19
edmundstonsafe,1554514,831,25,2021-12-17,101.30,134.79
edmundstonsafe,1556384,1022,25,2022-01-10,101.30,124.54
edmundstonsafe,1556712,1053,25,2022-01-13,70.25,85.20
edmundstonsafe,1558348,1153,25,2022-01-29,49.50,71.74
edmundstonsafe,1558742,1165,25,2022-02-03,87.30,93.29
edmundstonsafe,1560191,1312,25,2022-02-16,101.30,118.54
edmundstonsafe,1564609,1648,25,2022-03-25,79.98,123.92
edmundstonsafe,1564665,1650,25,2022-03-25,79.98,105.97
edmundstonsafe,1571498,2152,25,2022-05-20,113.98,137.22
edmundstonsafe,1571683,2158,25,2022-05-24,130.30,147.54
edmundstonsafe,1572702,2226,25,2022-05-31,79.98,105.97
edmundstonsafe,1574264,2370,25,2022-06-14,165.30,196.29
edmundstonsafe,1575062,2418,25,2022-06-20,79.98,111.92
edmundstonsafe,1576438,2503,25,2022-07-05,172.30,216.29
edmundstonsafe,1576784,2547,25,2022-07-06,113.98,144.97
edmundstonsafe,1577072,,25,2022-07-08,119.98,125.98
edmundstonsafe,1577410,2593,25,2022-07-13,130.30,168.29
edmundstonsafe,1584427,3049,25,2022-09-12,150.75,181.75
edmundstonsafe,1585353,3139,25,2022-09-19,113.98,147.47
edmundstonsafe,1587638,3284,25,2022-10-07,79.98,110.97
edmundstonsafe,1588324,,25,2022-10-13,113.98,119.98
edmundstonsafe,1588846,3364,25,2022-10-18,115.30,138.55
edmundstonsafe,1592550,3563,25,2022-11-17,155.98,179.23
edmundstonsafe,1595002,3753,25,2022-12-05,79.98,113.47
edmundstonsafe,1595296,3784,25,2022-12-08,130.30,156.25
edmundstonsafe,1595297,3740,25,2022-12-08,101.30,101.30
edmundstonsafe,1595298,3741,25,2022-12-08,101.30,116.25
edmundstonsafe,1596482,,25,2022-12-17,155.98,161.98
edmundstonsafe,1596567,3844,25,2022-12-17,186.30,209.54
edmundstonsafe,1596568,3849,25,2022-12-17,79.98,100.92
edmundstonsafe,1596906,3805,25,2022-12-22,130.30,157.80
edmundstonsafe,1601673,4111,25,2023-02-01,79.98,123.93
edmundstonsafe,1609225,4542,25,2023-03-27,87.30,93.30
edmundstonsafe,1611742,4788,25,2023-04-14,186.30,207.24
edmundstonsafe,1615599,5015,25,2023-05-12,115.30,161.74
edmundstonsafe,1615600,5016,25,2023-05-12,115.30,161.74
edmundstonsafe,1617071,,25,2023-05-24,115.30,123.80
edmundstonsafe,1617777,,25,2023-05-29,87.30,93.30
edmundstonsafe,1617972,,25,2023-05-31,115.30,123.80
edmundstonsafe,1620255,5269,25,2023-06-16,70.25,108.24
edmundstonsafe,1620472,5279,25,2023-06-17,70.25,87.49
edmundstonsafe,1620584,5287,25,2023-06-19,87.30,113.29
edmundstonsafe,1620707,,25,2023-06-20,87.30,93.30
edmundstonsafe,1628805,5740,25,2023-08-23,116.30,149.79
edmundstonsafe,1637378,6220,25,2023-10-26,101.30,145.29
edmundstonsafe,1637468,6215,25,2023-10-27,115.30,121.29
edmundstonsafe,1642273,6502,25,2023-11-29,116.30,141.74
edmundstonsafe,1642508,6523,25,2023-12-01,116.30,162.74
edmundstonsafe,1643947,6604,25,2023-12-13,113.98,134.92
edmundstonsafe,1645093,6685,25,2023-12-22,113.98,139.97
edmundstonsafe,1645204,6689,25,2023-12-23,101.30,145.29
edmundstonsafe,1646648,,25,2024-01-08,168.00,176.50
edmundstonsafe,1649042,6894,25,2024-01-26,116.30,147.29
edmundstonsafe,1649043,6895,25,2024-01-26,102.30,140.29
edmundstonsafe,1650366,6968,25,2024-02-06,53.50,68.44
edmundstonsafe,1651517,7023,25,2024-02-14,116.30,141.74
edmundstonsafe,1652621,7089,25,2024-02-22,87.30,108.24
edmundstonsafe,1652837,7100,25,2024-02-23,87.30,110.54
edmundstonsafe,1653328,7123,25,2024-02-28,45.30,62.54
edmundstonsafe,1653643,7127,25,2024-03-01,87.30,110.54
edmundstonsafe,1656024,7278,25,2024-03-16,45.30,83.29
edmundstonsafe,1656388,,25,2024-03-20,200.30,208.80
edmundstonsafe,1657357,7346,25,2024-03-28,87.30,108.24
edmundstonsafe,1657863,7359,25,2024-04-01,130.30,156.29
edmundstonsafe,1659449,,25,2024-04-12,87.30,93.30
edmundstonsafe,1660278,7487,25,2024-04-18,58.15,61.14
edmundstonsafe,1664338,7705,25,2024-05-16,113.98,137.22
edmundstonsafe,1669065,7985,25,2024-06-19,116.30,151.25
edmundstonsafe,1669223,7997,25,2024-06-20,116.30,139.54
edmundstonsafe,1672387,,25,2024-07-16,116.30,122.30
edmundstonsafe,1672399,8177,25,2024-07-16,172.30,178.30
edmundstonsafe,1672982,8210,25,2024-07-19,70.25,95.24
edmundstonsafe,1673749,,25,2024-07-25,172.30,178.30
