user_id,order_num,order_num_optipro,prescript_lab,order_date_processed,order_product_price,order_total
fredericton,1629469,2741,25,2023-08-27,120.00,119.99
fredericton,1629470,2745,25,2023-08-27,38.00,37.99
fredericton,1629472,2743,25,2023-08-27,128.00,132.99
fredericton,1629473,2747,25,2023-08-27,134.00,139.99
fredericton,1629549,35,25,2023-08-29,68.00,67.99
fredericton,1629767,44,25,2023-08-30,88.00,93.99
fredericton,1629903,46,25,2023-08-31,128.00,133.99
fredericton,1630065,56,25,2023-08-31,148.00,158.00
fredericton,1630178,59,25,2023-09-01,52.00,51.99
fredericton,1630179,56,25,2023-09-01,148.00,157.99
fredericton,1630180,60,25,2023-09-01,134.00,140.00
fredericton,1630181,60,25,2023-09-01,134.00,139.99
fredericton,1630444,68,25,2023-09-02,88.00,87.99
fredericton,1630445,69,25,2023-09-02,88.00,93.99
fredericton,1630570,86,25,2023-09-05,134.00,139.99
fredericton,1630746,97,25,2023-09-07,56.00,61.99
fredericton,1630747,98,25,2023-09-07,68.00,67.99
fredericton,1631091,115,25,2023-09-08,196.00,201.99
fredericton,1631184,120,25,2023-09-09,34.00,33.99
fredericton,1631214,121,25,2023-09-09,52.00,51.99
fredericton,1631215,122,25,2023-09-09,34.00,33.99
fredericton,1631278,134,25,2023-09-11,156.00,161.99
fredericton,1631280,133,25,2023-09-11,120.00,125.99
fredericton,1631351,137,25,2023-09-12,68.00,69.99
fredericton,1631464,149,25,2023-09-13,134.00,139.99
fredericton,1631465,150,25,2023-09-13,134.00,139.99
fredericton,1631478,152,25,2023-09-13,88.00,93.99
fredericton,1631614,158,25,2023-09-13,88.00,93.99
fredericton,1631765,172,25,2023-09-14,34.00,33.99
fredericton,1631738,171,25,2023-09-14,120.00,125.99
fredericton,1631992,174,25,2023-09-16,34.00,33.99
fredericton,1631993,175,25,2023-09-16,34.00,33.99
fredericton,1631994,176,25,2023-09-16,34.00,33.99
fredericton,1631995,177,25,2023-09-16,34.00,33.99
fredericton,1631997,180,25,2023-09-16,108.00,107.99
fredericton,1632002,181,25,2023-09-16,108.00,107.99
fredericton,1632175,199,25,2023-09-18,88.00,95.99
fredericton,1632312,205,25,2023-09-19,120.00,125.99
fredericton,1632420,209,25,2023-09-20,120.00,125.99
fredericton,1632749,222,25,2023-09-21,102.00,107.99
fredericton,1632751,224,25,2023-09-21,176.00,183.99
fredericton,1632926,229,25,2023-09-22,102.00,107.99
fredericton,1633162,239,25,2023-09-25,34.00,33.99
fredericton,1633388,247,25,2023-09-27,102.00,109.99
fredericton,1633667,258,25,2023-09-28,120.00,135.99
fredericton,1634027,273,25,2023-09-30,52.00,51.99
fredericton,1633998,263,25,2023-09-30,134.00,141.99
fredericton,1634188,290,25,2023-10-03,88.00,93.99
fredericton,1634297,,25,2023-10-04,38.00,44.00
fredericton,1634344,309,25,2023-10-04,102.00,107.99
fredericton,1634460,320,25,2023-10-04,68.00,69.99
fredericton,1634587,319,25,2023-10-05,52.00,51.99
fredericton,1634687,333,25,2023-10-06,104.00,109.99
fredericton,1634689,338,25,2023-10-06,38.00,37.99
fredericton,1634691,337,25,2023-10-06,140.00,145.99
fredericton,1634767,347,25,2023-10-06,102.00,107.99
fredericton,1634813,343,25,2023-10-06,176.00,183.99
fredericton,1634876,354,25,2023-10-07,196.00,201.99
fredericton,1634878,351,25,2023-10-07,68.00,67.99
fredericton,1634945,357,25,2023-10-07,54.00,53.99
