user_id,order_num,order_num_optipro,prescript_lab,order_date_processed,order_product_price,order_total
moncton,1584010,30,25,2022-09-08,176.00,181.99
moncton,1584011,32,25,2022-09-08,102.00,107.99
moncton,1584086,38,25,2022-09-08,90.00,95.99
moncton,1584176,40,25,2022-09-09,176.00,181.99
moncton,1584179,49,25,2022-09-09,68.00,67.99
moncton,1584180,51,25,2022-09-09,176.00,181.99
moncton,1584183,45,25,2022-09-09,208.00,213.99
moncton,1584264,61,25,2022-09-09,88.00,93.99
moncton,1584348,70,25,2022-09-10,176.00,181.99
moncton,1584360,72,25,2022-09-10,88.00,93.99
moncton,1584476,79,25,2022-09-12,102.00,107.99
moncton,1584628,89,25,2022-09-13,102.00,107.99
moncton,1584808,109,25,2022-09-14,168.00,173.99
moncton,1584823,111,25,2022-09-15,88.00,93.99
moncton,1584928,121,25,2022-09-15,90.00,95.99
moncton,1584931,128,25,2022-09-15,84.00,88.99
moncton,1584971,133,25,2022-09-15,38.00,37.99
moncton,1584972,132,25,2022-09-15,62.00,61.99
moncton,1585041,138,25,2022-09-16,76.00,81.99
moncton,1585102,143,25,2022-09-16,54.00,53.99
moncton,1585346,164,25,2022-09-19,122.00,121.99
moncton,1585321,151,25,2022-09-19,48.00,47.99
moncton,1585322,162,25,2022-09-19,100.00,99.99
moncton,1585349,169,25,2022-09-19,88.00,93.99
moncton,1585403,156,25,2022-09-20,124.00,128.99
moncton,1585545,181,25,2022-09-21,108.00,116.99
moncton,1585547,178,25,2022-09-21,72.00,71.99
moncton,1585558,184,25,2022-09-21,84.00,88.99
moncton,1585617,192,25,2022-09-21,84.00,88.99
moncton,1585770,202,25,2022-09-22,134.00,139.99
moncton,1585774,203,25,2022-09-22,117.00,118.99
moncton,1585790,207,25,2022-09-22,216.00,221.99
moncton,1586256,227,25,2022-09-26,102.00,107.99
moncton,1586237,222,25,2022-09-26,88.00,93.99
moncton,1586248,227,25,2022-09-26,102.00,108.00
moncton,1586349,252,25,2022-09-27,88.00,93.99
moncton,1586295,242,25,2022-09-27,76.00,82.00
moncton,1586286,239,25,2022-09-27,120.00,125.99
moncton,1586287,233,25,2022-09-27,124.00,128.99
moncton,1586305,242,25,2022-09-27,84.00,89.99
moncton,1586405,253,25,2022-09-27,100.00,105.99
moncton,1586435,262,25,2022-09-28,38.00,37.99
moncton,1586496,264,25,2022-09-28,88.00,93.99
moncton,1586497,266,25,2022-09-28,176.00,181.99
moncton,1586544,272,25,2022-09-28,176.00,181.99
moncton,1586586,276,25,2022-09-29,102.00,107.99
moncton,1586587,267,25,2022-09-29,134.00,139.99
moncton,1586588,268,25,2022-09-29,120.00,125.99
moncton,1586682,287,25,2022-09-29,76.00,81.99
moncton,1586729,293,25,2022-09-29,116.00,122.00
moncton,1586730,296,25,2022-09-29,84.00,90.00
moncton,1586732,291,25,2022-09-29,80.00,79.99
moncton,1586787,295,25,2022-09-30,84.00,88.99
moncton,1586788,293,25,2022-09-30,124.00,129.99
moncton,1586795,282,25,2022-09-30,134.00,139.99
moncton,1587056,306,25,2022-10-03,25.00,48.99
moncton,1587058,296,25,2022-10-03,88.00,93.99
moncton,1587117,329,25,2022-10-04,70.00,75.99
moncton,1587120,315,25,2022-10-04,64.00,69.99
moncton,1587123,314,25,2022-10-04,100.00,105.99
moncton,1587124,320,25,2022-10-04,124.00,128.99
moncton,1587292,330,25,2022-10-05,108.00,112.99
moncton,1587293,334,25,2022-10-05,88.00,93.99
moncton,1587294,332,25,2022-10-05,88.00,93.99
moncton,1587295,339,25,2022-10-05,88.00,93.99
moncton,1587429,338,25,2022-10-06,84.00,89.99
moncton,1587430,347,25,2022-10-06,216.00,221.99
moncton,1587432,351,25,2022-10-06,176.00,181.99
moncton,1587433,350,25,2022-10-06,68.00,67.99
moncton,1587436,345,25,2022-10-06,100.00,105.99
moncton,1587533,361,25,2022-10-06,212.00,217.99
moncton,1587596,366,25,2022-10-07,86.00,85.99
moncton,1587599,365,25,2022-10-07,124.00,128.99
moncton,1587686,367,25,2022-10-07,100.00,105.99
moncton,1587800,380,25,2022-10-08,108.00,112.99
moncton,1587801,382,25,2022-10-08,133.00,132.99
moncton,1587802,377,25,2022-10-08,176.00,181.99
moncton,1587807,375,25,2022-10-08,176.00,182.00
moncton,1587823,375,25,2022-10-08,176.00,181.99
moncton,1587824,390,25,2022-10-08,80.00,80.00
moncton,1587828,390,25,2022-10-08,80.00,79.99
moncton,1587919,393,25,2022-10-08,176.00,181.99
moncton,1587974,404,25,2022-10-11,176.00,181.99
moncton,1588011,408,25,2022-10-11,56.00,61.99
moncton,1588114,405,25,2022-10-12,84.00,88.99
moncton,1588115,412,25,2022-10-12,68.00,67.99
moncton,1588313,438,25,2022-10-13,176.00,181.99
moncton,1588381,446,25,2022-10-13,176.00,181.99
moncton,1588382,447,25,2022-10-13,176.00,181.99
moncton,1588404,450,25,2022-10-13,100.00,105.99
moncton,1588812,488,25,2022-10-18,88.00,93.99
moncton,1588818,484,25,2022-10-18,52.00,53.99
moncton,1588820,478,25,2022-10-18,101.00,100.99
moncton,1588830,480,25,2022-10-18,124.00,128.99
moncton,1588910,475,25,2022-10-18,68.00,69.99
moncton,1588911,474,25,2022-10-18,131.00,130.99
moncton,1588922,495,25,2022-10-18,108.00,112.99
moncton,1589113,513,25,2022-10-19,102.00,107.99
moncton,1589137,514,25,2022-10-20,34.00,33.99
moncton,1589320,524,25,2022-10-21,176.00,181.99
moncton,1589321,523,25,2022-10-21,176.00,181.99
moncton,1589410,525,25,2022-10-21,54.00,53.99
moncton,1589567,545,25,2022-10-22,84.00,89.99
moncton,1589568,544,25,2022-10-22,84.00,89.99
moncton,1589569,,25,2022-10-22,80.00,86.00
moncton,1589629,558,25,2022-10-24,108.00,107.99
moncton,1589622,554,25,2022-10-24,216.00,221.99
moncton,1589801,572,25,2022-10-25,88.00,93.99
moncton,1589723,570,25,2022-10-25,176.00,181.99
moncton,1589802,573,25,2022-10-25,88.00,93.99
