V-1040HX;2024-02-06;759-1644620;164.48
V-1040HX;2024-02-02;267-1646066;63.99
V-1040HX;2024-02-02;267-1646856;90
V-1040HX;2024-02-01;267-1647327;176
27300;2024-02-15;836-1647490;178
V-1040HX;2024-02-02;267-1647728;149.99
V-1040HX;2024-02-06;267-1647805;217.99
V-1040HX;2024-02-08;267-1647815;79
V-1040HX;2024-02-06;267-1647921;157.99
V-1040HX;2024-02-06;267-1648030;77.99
V-1040HX;2024-02-01;267-1648032;63.99
V-1040HX;2024-02-06;267-1648051;171.24
V-1040HX;2024-02-13;267-1648236;143.99
V-1040HX;2024-02-02;267-1648910;63.99
V-1040HX;2024-02-05;267-1648365;293.99
V-1040HX;2024-02-01;267-1648366;141.99
V-1040HX;2024-02-02;267-1648617;99.99
V-1040HX;2024-02-01;267-1648531;137.99
V-1040HX;2024-02-01;267-1648533;99.99
27300;2024-02-02;836-1648560;248
27300;2024-02-02;836-1648561;278
27300;2024-02-20;836-1648562;129
27300;2024-02-15;836-1648564;128
V-1040HX;2024-02-09;267-1648618;71.99
V-1040HX;2024-02-13;267-1648619;63.99
V-1040HX;2024-02-01;267-1648620;41.99
V-1040HX;2024-02-02;267-1648622;41.99
V-1040HX;2024-02-01;267-1648623;179.99
V-1040HX;2024-02-01;267-1648624;73.99
V-1040HX;2024-02-12;267-1648625;97.99
V-1040HX;2024-02-12;267-1649886;41.99
V-1040HX;2024-02-21;267-1648628;112
V-1040HX;2024-02-05;267-1648632;101.99
V-1040HX;2024-02-01;267-1648687;65.99
V-1040HX;2024-02-01;267-1648690;149.99
V-1040HX;2024-02-01;267-1648691;73.99
V-1040HX;2024-02-02;267-1648694;49.99
V-1040HX;2024-02-08;267-1648702;173.99
V-1040HX;2024-02-01;267-1648703;63.99
V-1040HX;2024-02-07;267-1648823;113.99
V-1040HX;2024-02-09;267-1649586;63.99
V-1040HX;2024-02-02;267-1648824;63.99
V-1040HX;2024-02-02;267-1648825;71.99
V-1040HX;2024-02-02;267-1648826;41.99
V-1040HX;2024-02-02;267-1648827;149.99
V-1040HX;2024-02-07;267-1648828;103.99
V-1040HX;2024-02-13;267-1648829;201.99
V-1040HX;2024-02-02;267-1648831;71.99
V-1040HX;2024-02-21;267-1648854;67.99
V-1040HX;2024-02-01;267-1648855;95.99
V-1040HX;2024-02-05;267-1648841;208
V-1040HX;2024-02-06;267-1648843;142
V-1040HX;2024-02-02;267-1648856;113.99
V-1040HX;2024-02-05;267-1648847;178
V-1040HX;2024-02-02;267-1648857;213.99
V-1040HX;2024-02-02;267-1648858;57.99
V-1040HX;2024-02-05;267-1648865;108
V-1040HX;2024-02-02;267-1648876;63.99
V-1040HX;2024-02-07;267-1648911;277.99
V-1040HX;2024-02-06;267-1648913;57.99
V-1040HX;2024-02-02;267-1648914;140.99
V-1040HX;2024-02-02;267-1648915;109.99
V-1040HX;2024-02-27;267-1649003;131.99
V-1040HX;2024-02-02;267-1649004;109.99
V-1040HX;2024-02-14;267-1649005;109.99
V-1040HX;2024-02-15;267-1649012;58
V-1040HX;2024-02-02;267-1649018;216
V-1000NB;2024-02-06;759-1649042;147.29
V-1000NB;2024-02-06;759-1649043;140.29
V-1040HX;2024-02-06;267-1649174;225.99
V-1040HX;2024-02-06;267-1649079;149.99
V-1040HX;2024-02-22;267-1649080;63.99
V-1040HX;2024-02-02;267-1649081;211.99
V-1040HX;2024-02-05;267-1649082;163.99
V-1040HX;2024-02-08;267-1649095;237.99
V-1040HX;2024-02-02;267-1649096;149.99
V-1040HX;2024-02-05;267-1649175;101.99
V-1040HX;2024-02-05;267-1649186;163.99
V-1040HX;2024-02-05;267-1649187;63.99
V-1040HX;2024-02-02;267-1649193;29.99
V-1040HX;2024-02-22;267-1649194;29.99
V-1040HX;2024-02-07;267-1649195;113.99
V-1040HX;2024-02-07;267-1649196;59.99
V-1040HX;2024-02-05;267-1649206;217.99
V-1040HX;2024-02-02;267-1649207;29.99
V-1040HX;2024-02-02;267-1649208;29.99
V-1040HX;2024-02-05;267-1649292;99.99
V-1040HX;2024-02-05;267-1649293;99.99
V-1040HX;2024-02-05;267-1649294;99.99
V-1040HX;2024-02-05;267-1649295;99.99
V-1000MO;2024-02-09;759-1649318;91.55
V-1040HX;2024-02-07;267-1649296;101.99
V-1040HX;2024-02-05;267-1649297;113.99
V-1040HX;2024-02-07;267-1649298;99.99
V-1040HX;2024-02-06;267-1649299;211.99
V-1040HX;2024-02-05;267-1649300;175.99
V-1040HX;2024-02-06;267-1649301;49.99
V-1040HX;2024-02-05;267-1649302;121.99
V-1040HX;2024-02-05;267-1649303;99.99
V-1040HX;2024-02-01;267-1649304;67.99
V-1040HX;2024-02-22;267-1649870;75.99
V-1040HX;2024-02-23;267-1650646;228
27300;2024-02-05;836-1649375;178
27300;2024-02-05;836-1649376;348
27300;2024-02-05;836-1649377;238
27300;2024-02-02;836-1649378;138
27300;2024-02-02;836-1649379;133
27300;2024-02-02;836-1649380;138
27300;2024-02-05;836-1649381;278
27300;2024-02-05;836-1649382;248
27300;2024-02-02;836-1649383;69
27300;2024-02-05;836-1649384;139
V-1040HX;2024-02-15;267-1650653;67.99
V-1040HX;2024-02-05;267-1649407;145.99
V-1040HX;2024-02-05;267-1649408;75.99
V-1040HX;2024-02-16;267-1649481;51.99
V-1040HX;2024-02-08;267-1649482;173.99
V-1000SO;2024-02-20;759-1649518;163.92
V-1040HX;2024-02-08;267-1649483;63.99
V-1000VD;2024-02-13;759-1649544;146.97
V-1040HX;2024-02-07;267-1649501;60
V-1040HX;2024-02-02;267-1649578;29.99
V-1040HX;2024-02-14;267-1649579;99.99
V-1040HX;2024-02-09;267-1649580;197.99
V-1040HX;2024-02-12;267-1649871;63.99
V-1040HX;2024-02-14;267-1649697;104
V-1040HX;2024-02-20;267-1649581;59.99
V-1040HX;2024-02-08;267-1649563;238
V-1040HX;2024-02-09;267-1649582;145.99
V-1040HX;2024-02-09;267-1649583;97.99
V-1040HX;2024-02-09;267-1649711;149.99
V-1040HX;2024-02-09;267-1649587;145.99
V-1040HX;2024-02-09;267-1649588;99.99
V-1040HX;2024-02-08;267-1649609;218
V-1040HX;2024-02-05;267-1649659;29.99
V-1040HX;2024-02-09;267-1649704;97.99
V-1040HX;2024-02-07;267-1649713;110
V-1040HX;2024-02-09;267-1649717;25
V-1040HX;2024-02-13;267-1649719;67.99
V-1040HX;2024-02-12;267-1649720;101.99
V-1040HX;2024-02-08;267-1649753;102
V-1040HX;2024-02-09;267-1649756;225.99
27300;2024-02-12;836-1650205;318
V-1040HX;2024-02-12;267-1649859;97.99
V-1040HX;2024-02-12;267-1649860;97.99
V-1040HX;2024-02-12;267-1649861;109.99
V-1040HX;2024-02-07;267-1649862;29.99
V-1040HX;2024-02-06;267-1649863;29.99
V-1040HX;2024-02-12;267-1649864;67.99
V-1040HX;2024-02-12;267-1649887;41.99
V-1040HX;2024-02-12;267-1649888;71.99
V-1040HX;2024-02-12;267-1649889;57.99
V-1040HX;2024-02-12;267-1649890;149.99
V-1040HX;2024-02-12;267-1649891;77.99
V-1040HX;2024-02-12;267-1649895;141.99
V-1040HX;2024-02-08;267-1649919;214
V-1040HX;2024-02-09;267-1649924;99.99
27300;2024-02-21;836-1651294;248
27300;2024-02-20;836-1650206;44
27300;2024-02-09;836-1650207;64
27300;2024-02-12;836-1650208;278
27300;2024-02-09;836-1650209;108
V-1040HX;2024-02-20;267-1650509;92.99
