V-1040HX;2024-01-02;267-1643893;77.99
V-1040HX;2024-01-02;267-1644458;97.99
V-1040HX;2024-01-02;267-1644866;26
V-1040HX;2024-01-03;267-1644653;51.99
V-1040HX;2024-01-04;267-1642352;51.99
V-1040HX;2024-01-04;267-1644830;29.99
V-1040HX;2024-01-04;267-1644650;145.99
V-1040HX;2024-01-04;267-1644651;67.99
V-1040HX;2024-01-04;267-1644652;97.99
V-1040HX;2024-01-04;267-1644831;97.99
V-1040HX;2024-01-04;267-1644832;51.99
V-1040HX;2024-01-04;267-1644833;51.99
V-1040HX;2024-01-04;267-1644834;92.99
V-1040HX;2024-01-04;267-1644836;113.99
V-1040HX;2024-01-04;267-1644873;75.99
V-1040HX;2024-01-04;267-1644875;92.99
V-1040HX;2024-01-04;267-1644876;133.99
V-1040HX;2024-01-04;267-1644893;189.99
V-1040HX;2024-01-04;267-1644896;55.99
V-1040HX;2024-01-04;267-1644897;29.99
V-1040HX;2024-01-04;267-1644967;29.99
V-1040HX;2024-01-04;759-1644974;87.75
V-1040HX;2024-01-04;267-1645067;51.99
V-1040HX;2024-01-05;759-1642890;195.43
V-1040HX;2024-01-05;267-1643254;29.99
V-1000NB;2024-01-05;759-1643435;149.09
V-1040HX;2024-01-05;267-1644934;113
V-1040HX;2024-01-05;267-1644894;29.99
V-1040HX;2024-01-05;267-1644951;61.99
V-1040HX;2024-01-05;267-1644953;117.99
V-1040HX;2024-01-05;267-1644954;117.99
V-1040HX;2024-01-05;267-1644955;29.99
V-1040HX;2024-01-05;267-1644968;106.99
V-1040HX;2024-01-05;267-1644969;29.99
V-1040HX;2024-01-05;267-1645062;61.99
V-1040HX;2024-01-05;267-1645063;61.99
V-1040HX;2024-01-05;267-1645065;97.99
V-1040HX;2024-01-05;267-1645068;75.99
V-1000VD;2024-01-05;759-1645083;149.09
V-1040HX;2024-01-05;267-1645119;43.99
V-1040HX;2024-01-05;267-1645120;92.99
V-1040HX;2024-01-05;267-1645121;107.99
V-1040HX;2024-01-05;267-1645122;145.99
V-1000NB;2024-01-05;759-1645093;139.97
V-1040HX;2024-01-05;267-1645123;27.99
V-1040HX;2024-01-05;267-1645124;120.99
V-1040HX;2024-01-05;267-1645126;56.99
V-1040HX;2024-01-05;267-1645128;97.99
V-1000NB;2024-01-05;759-1645204;145.29
V-1040HX;2024-01-05;267-1645244;71.99
V-1000FR;2024-01-05;759-1645393;177.3
27300;2024-01-05;836-1645349;318
27300;2024-01-05;836-1645350;248
27300;2024-01-05;836-1645351;138
V-1040HX;2024-01-05;267-1645458;75.99
V-1040HX;2024-01-05;267-1645450;106
V-1040HX;2024-01-05;267-1645459;169.99
27300;2024-01-05;836-1645658;348
27300;2024-01-05;836-1645659;158
27300;2024-01-05;836-1645660;318
27300;2024-01-05;836-1645661;248
V-1040HX;2024-01-05;267-1645685;29.99
V-1040HX;2024-01-08;267-1644952;105.99
V-1040HX;2024-01-08;267-1645066;63.99
V-1040HX;2024-01-08;267-1645127;72.99
V-1040HX;2024-01-08;267-1645129;97.99
V-1040HX;2024-01-08;267-1645246;97.99
V-1040HX;2024-01-08;267-1645268;137.99
V-1040HX;2024-01-08;267-1645269;29.99
V-1040HX;2024-01-08;267-1645291;29.99
V-1040HX;2024-01-08;267-1645319;199.99
V-1040HX;2024-01-08;267-1645356;63.99
V-1040HX;2024-01-08;267-1645634;56.99
V-1040HX;2024-01-08;267-1645636;29.99
V-1040HX;2024-01-08;267-1645641;29.99
V-1040HX;2024-01-08;267-1645772;92.99
V-1040HX;2024-01-08;267-1645705;29.99
V-1040HX;2024-01-08;267-1645763;29.99
V-1040HX;2024-01-08;267-1645788;29.99
V-1040HX;2024-01-08;267-1645829;29.99
V-1040HX;2024-01-08;267-1646147;29.99
27300;2024-01-08;836-1645992;138
27300;2024-01-08;836-1645994;138
27300;2024-01-08;836-1645995;238
27300;2024-01-08;836-1645997;238
V-1040HX;2024-01-09;267-1643734;43.99
V-1040HX;2024-01-09;267-1644460;151.99
V-1040HX;2024-01-09;267-1645955;29.99
V-1040HX;2024-01-09;267-1645451;100
V-1040HX;2024-01-09;267-1645416;75.99
V-1040HX;2024-01-09;267-1645064;90.94
V-1040HX;2024-01-09;267-1645290;93.99
V-1040HX;2024-01-09;267-1645343;164
V-1040HX;2024-01-09;267-1645419;173.99
V-1040HX;2024-01-09;267-1645432;97.99
V-1040HX;2024-01-09;267-1645441;29.99
V-1040HX;2024-01-09;267-1645442;77.99
V-1040HX;2024-01-09;267-1645480;97.99
V-1040HX;2024-01-09;267-1645481;133.99
V-1040HX;2024-01-09;267-1645502;127.99
V-1040HX;2024-01-09;267-1645766;29.99
V-1040HX;2024-01-09;267-1646097;215.99
V-1040HX;2024-01-09;267-1646148;29.99
V-1040HX;2024-01-09;267-1646149;29.99
V-1040HX;2024-01-09;267-1646338;29.99
V-1040HX;2024-01-10;267-1644413;186
V-1040HX;2024-01-10;267-1644835;92.99
V-1040HX;2024-01-10;267-1645292;67.99
V-1040HX;2024-01-10;267-1645417;137.99
V-1040HX;2024-01-10;267-1645431;56.99
V-1040HX;2024-01-10;267-1645433;56.99
V-1040HX;2024-01-10;267-1645460;67.99
V-1040HX;2024-01-10;267-1645479;93.99
V-1040HX;2024-01-10;267-1645482;145.99
V-1040HX;2024-01-10;267-1645491;189.99
V-1040HX;2024-01-10;267-1645640;97.99
V-1040HX;2024-01-10;267-1645686;109.99
V-1040HX;2024-01-10;267-1645707;51.99
V-1040HX;2024-01-10;267-1645708;97.99
V-1040HX;2024-01-10;267-1645807;53.99
V-1040HX;2024-01-10;267-1645812;76
27300;2024-01-10;836-1645993;278
27300;2024-01-10;836-1645996;178
27300;2024-01-10;836-1646763;11
V-1040HX;2024-01-11;267-1644895;171.99
V-1040HX;2024-01-11;267-1645633;145.99
V-1040HX;2024-01-11;267-1645770;209.99
V-1040HX;2024-01-11;267-1645635;63.99
V-1040HX;2024-01-11;267-1645642;67.99
V-1040HX;2024-01-11;267-1645644;173.99
V-1040HX;2024-01-11;267-1645645;201.99
V-1040HX;2024-01-11;267-1645771;133.99
V-1040HX;2024-01-11;267-1645706;103.99
V-1040HX;2024-01-11;267-1645765;93.99
V-1040HX;2024-01-11;267-1645773;75.99
V-1040HX;2024-01-11;267-1645789;163.99
V-1040HX;2024-01-11;267-1645790;199.99
V-1040HX;2024-01-11;267-1645792;67.99
V-1040HX;2024-01-11;267-1645795;145.99
V-1040HX;2024-01-11;267-1645796;145.99
V-1040HX;2024-01-11;267-1645797;111.99
V-1040HX;2024-01-11;267-1645805;63.99
V-1040HX;2024-01-11;267-1645806;97.99
V-1040HX;2024-01-11;267-1645821;203.99
V-1040HX;2024-01-11;267-1645822;127.99
V-1040HX;2024-01-11;267-1645823;127.99
V-1040HX;2024-01-11;267-1645861;212
V-1040HX;2024-01-11;267-1645956;23.99
V-1040HX;2024-01-11;267-1645957;49.99
V-1040HX;2024-01-11;267-1645958;29.99
V-1040HX;2024-01-11;267-1645959;125.99
V-1040HX;2024-01-11;267-1645986;101.99
V-1040HX;2024-01-11;267-1646056;249.99
V-1040HX;2024-01-11;267-1646069;56.99
V-1040HX;2024-01-11;267-1646321;43.99
V-1040HX;2024-01-11;267-1646413;29.99
V-1040HX;2024-01-11;267-1646550;29.99
V-1040HX;2024-01-12;267-1645857;63.99
V-1040HX;2024-01-12;267-1645106;222
V-1040HX;2024-01-12;759-1645774;177.8
V-1040HX;2024-01-12;267-1645791;29.99
V-1040HX;2024-01-12;267-1645862;101.99
V-1000FR;2024-01-12;759-1645923;191.25
V-1040HX;2024-01-12;267-1645984;261.99
V-1040HX;2024-01-12;267-1645985;77.99
V-1040HX;2024-01-12;267-1645987;93.99
V-1040HX;2024-01-12;267-1646057;169.99
V-1040HX;2024-01-12;267-1646058;87.99
V-1040HX;2024-01-12;267-1646503;180
V-1040HX;2024-01-12;267-1646529;29.99
27300;2024-01-12;836-1646765;38
V-1040HX;2024-01-15;267-1645320;103.99
V-1040HX;2024-01-15;267-1645430;80.99
V-1040HX;2024-01-15;267-1646059;153.99
V-1040HX;2024-01-15;267-1646060;115.99
V-1040HX;2024-01-15;267-1646061;27.99
V-1040HX;2024-01-15;267-1646062;165.99
V-1040HX;2024-01-15;267-1646063;105.99
V-1040HX;2024-01-15;267-1646064;169.99
V-1040HX;2024-01-15;267-1646098;215.99
V-1040HX;2024-01-15;267-1646130;145.99
V-1040HX;2024-01-15;267-1646131;97.99
V-1040HX;2024-01-15;267-1646132;43.99
V-1040HX;2024-01-15;267-1646182;165.99
V-1040HX;2024-01-15;267-1646154;141.99
V-1040HX;2024-01-15;267-1646155;53.99
V-1040HX;2024-01-15;267-1646156;53.99
V-1040HX;2024-01-15;267-1646183;43.99
V-1040HX;2024-01-15;267-1646185;93.99
V-1040HX;2024-01-15;267-1646187;180
27300;2024-01-15;836-1646760;238
V-1040HX;2024-01-15;267-1646491;105.99
27300;2024-01-15;836-1646764;138
27300;2024-01-15;836-1646766;119
V-1000MO;2024-01-16;759-1644547;91.55
V-1040HX;2024-01-16;267-1646322;59.99
V-1040HX;2024-01-16;267-1646414;57.99
V-1040HX;2024-01-16;267-1646415;149.99
V-1040HX;2024-01-16;267-1646488;227.99
V-1040HX;2024-01-16;267-1646489;116.99
V-1040HX;2024-01-16;267-1646498;137.99
V-1040HX;2024-01-16;267-1646531;167.99
V-1040HX;2024-01-16;267-1646553;179.99
V-1040HX;2024-01-16;267-1647040;29.99
V-1040HX;2024-01-16;267-1646862;29.99
V-1040HX;2024-01-16;267-1647041;29.99
V-1040HX;2024-01-17;267-1645418;51.99
V-1040HX;2024-01-17;267-1645798;63.99
27300;2024-01-17;836-1646758;268
V-1040HX;2024-01-17;267-1647027;36
27300;2024-01-17;836-1646759;278
27300;2024-01-17;836-1646761;278
V-1040HX;2024-01-17;267-1646487;243.99
V-1040HX;2024-01-17;267-1646499;71.99
V-1040HX;2024-01-17;267-1646530;63.99
V-1040HX;2024-01-17;267-1646551;213.99
V-1040HX;2024-01-17;267-1646552;63.99
27300;2024-01-17;836-1647106;238
V-1040HX;2024-01-17;267-1646726;110
27300;2024-01-17;836-1646762;348
V-1040HX;2024-01-17;267-1646836;202
V-1040HX;2024-01-17;267-1646954;182
27300;2024-01-17;836-1647110;108
V-1040HX;2024-01-17;267-1647098;29.99
27300;2024-01-17;836-1647111;138
V-1040HX;2024-01-17;267-1647221;29.99
V-1040HX;2024-01-17;267-1647272;29.99
V-1040HX;2024-01-17;267-1647419;29.99
V-1040HX;2024-01-17;267-1647423;29.99
V-1040HX;2024-01-17;267-1647425;29.99
V-1040HX;2024-01-18;267-1645643;89.99
V-1040HX;2024-01-18;267-1646320;41.99
V-1040HX;2024-01-18;267-1646863;51.99
V-1040HX;2024-01-18;267-1646900;92.99
V-1040HX;2024-01-18;267-1646901;92.99
V-1040HX;2024-01-18;267-1646902;149.99
V-1040HX;2024-01-18;267-1646905;72.99
V-1040HX;2024-01-18;267-1646906;99.99
27300;2024-01-18;836-1647487;138
